Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
LYB,LyondellBasell Industries NV,113.19,$44.56B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb,#VALUE!
PX,"Praxair, Inc.",155.34,$44.67B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/px,#VALUE!
DE,Deere & Company,138.65,$44.96B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de,#VALUE!
BABA,Alibaba Group Holding Limited,172.53,$442.68B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba,#VALUE!
CI,Cigna Corporation,185.3,$45.08B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci,#VALUE!
HUM,Humana Inc.,329.34,$45.34B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum,#VALUE!
HCA,"HCA Healthcare, Inc.",130.01,$45.41B,2011,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hca,#VALUE!
INFY,Infosys Limited,20.9,$45.42B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy,#VALUE!
D,"Dominion Energy, Inc.",69.66,$45.48B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d,#VALUE!
MET,"MetLife, Inc.",45.1,$45.85B,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met,#VALUE!
CCI,Crown Castle International Corporation,111.25,$46.15B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci,#VALUE!
ITW,Illinois Tool Works Inc.,137.3,$46.51B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw,#VALUE!
BSX,Boston Scientific Corporation,33.7,$46.5B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bsx,#VALUE!
EMR,Emerson Electric Company,74.24,$46.78B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/emr,#VALUE!
COF,Capital One Financial Corporation,97.8,$46.79B,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/cof,#VALUE!
AIG,"American International Group, Inc.",52.33,$46.98B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig,#VALUE!
SO,Southern Company (The),46.72,$47.26B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so,#VALUE!
BBDO,Banco Bradesco Sa,6.77,$47.58B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo,#VALUE!
ABB,ABB Ltd,22.51,$47.99B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb,#VALUE!
NSC,Norfolk Souther Corporation,172.19,$48.22B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc,#VALUE!
EL,"Estee Lauder Companies, Inc. (The)",133.05,$48.83B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/el,#VALUE!
VLO,Valero Energy Corporation,115.05,$49.59B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vlo,#VALUE!
ALE,"Allete, Inc.",78.02,$4B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale,#VALUE!
BCO,Brink&#39;s Company (The),78.45,$4B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/bco,#VALUE!
CBT,Cabot Corporation,64.66,$4B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cbt,#VALUE!
YELP,Yelp Inc.,47.86,$4B,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yelp,#VALUE!
EEP,"Enbridge Energy, L.P.",11.28,$5.01B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/eep,#VALUE!
STL,Sterling Bancorp,22.2,$5.01B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl,#VALUE!
HUBS,"HubSpot, Inc.",130.8,$5.02B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs,#VALUE!
KMPR,Kemper Corporation,77.65,$5.03B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr,#VALUE!
CHE,Chemed Corp.,317.17,$5.05B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/che,#VALUE!
EPR,EPR Properties,68.34,$5.08B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/epr,#VALUE!
PWR,"Quanta Services, Inc.",34.02,$5.09B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/pwr,#VALUE!
SHLX,"Shell Midstream Partners, L.P.",22.73,$5.09B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx,#VALUE!
GMED,"Globus Medical, Inc.",52.47,$5.11B,2012,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gmed,#VALUE!
THO,"Thor Industries, Inc.",97.06,$5.11B,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho,#VALUE!
GTES,Gates Industrial Corporation plc,17.69,$5.13B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gtes,#VALUE!
WTW,Weight Watchers International Inc,77.39,$5.13B,2001,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/wtw,#VALUE!
ESRT,"Empire State Realty Trust, Inc.",16.93,$5.14B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/esrt,#VALUE!
PB,"Prosperity Bancshares, Inc.",73.58,$5.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pb,#VALUE!
BTU,Peabody Energy Corporation,42.42,$5.16B,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu,#VALUE!
CRI,"Carter&#39;s, Inc.",111.12,$5.16B,2003,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/cri,#VALUE!
OSK,Oshkosh Corporation,69.95,$5.17B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/osk,#VALUE!
RNR,RenaissanceRe Holdings Ltd.,128.52,$5.17B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rnr,#VALUE!
KEX,Kirby Corporation,86.75,$5.18B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex,#VALUE!
PLNT,"Planet Fitness, Inc.",52.68,$5.18B,2015,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plnt,#VALUE!
HIW,"Highwoods Properties, Inc.",49.31,$5.1B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hiw,#VALUE!
PRI,"Primerica, Inc.",119.15,$5.21B,2010,Finance,Life Insurance,https://www.nasdaq.com/symbol/pri,#VALUE!
ITT,ITT Inc.,59.95,$5.24B,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/itt,#VALUE!
HPP,"Hudson Pacific Properties, Inc.",33.57,$5.26B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp,#VALUE!
PSTG,"Pure Storage, Inc. ",22.77,$5.26B,2015,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg,#VALUE!
DNB,Dun & Bradstreet Corporation (The),142.11,$5.27B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb,#VALUE!
NYCB,"New York Community Bancorp, Inc.",10.74,$5.27B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/nycb,#VALUE!
ACM,AECOM,32.93,$5.28B,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm,#VALUE!
MUR,Murphy Oil Corporation,30.5,$5.28B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur,#VALUE!
ASH,Ashland Global Holdings Inc.,84.81,$5.29B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,#VALUE!
TOL,"Toll Brothers, Inc.",34.22,$5.2B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tol,#VALUE!
CR,Crane Company,88.89,$5.31B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr,#VALUE!
SCG,Scana Corporation,37.2,$5.31B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/scg,#VALUE!
CAE,CAE Inc,19.87,$5.32B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cae,#VALUE!
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",94.9,$5.32B,2006,Transportation,Aerospace,https://www.nasdaq.com/symbol/pac,#VALUE!
PBF,PBF Energy Inc.,47.38,$5.32B,2012,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf,#VALUE!
RIG,Transocean Ltd.,11.56,$5.32B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig,#VALUE!
MPW,"Medical Properties Trust, Inc.",14.6,$5.33B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw,#VALUE!
BRX,Brixmor Property Group Inc.,17.66,$5.35B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brx,#VALUE!
CGC,Canopy Growth Corporation,24.62,$5.35B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cgc,#VALUE!
GWR,"Genesee & Wyoming, Inc.",87.93,$5.35B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/gwr,#VALUE!
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,3.96,$5.36B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ebr,#VALUE!
NFX,Newfield Exploration Company,26.89,$5.37B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx,#VALUE!
CTLT,"Catalent, Inc.",40.4,$5.39B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctlt,#VALUE!
HAE,Haemonetics Corporation,103.3,$5.39B,1991,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hae,#VALUE!
X,United States Steel Corporation,29.97,$5.3B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/x,#VALUE!
BPL,Buckeye Partners L.P.,35.42,$5.42B,1986,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpl,#VALUE!
THG,"The Hanover Insurance Group, Inc.",127.3,$5.42B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg,#VALUE!
EVHC,Envision Healthcare Corporation,44.98,$5.45B,2016,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/evhc,#VALUE!
HRB,"H&R Block, Inc.",26.1,$5.46B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/hrb,#VALUE!
TRN,"Trinity Industries, Inc.",37.09,$5.48B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn,#VALUE!
BB,BlackBerry Limited,10.22,$5.49B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb,#VALUE!
CBD,Companhia Brasileira de Distribuicao,20.58,$5.49B,1997,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd,#VALUE!
CCK,"Crown Holdings, Inc.",40.91,$5.49B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck,#VALUE!
JHG,Janus Henderson Group plc,27.37,$5.49B,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg,#VALUE!
RDY,Dr. Reddy&#39;s Laboratories Ltd,32.52,$5.4B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy,#VALUE!
AYI,Acuity Brands Inc,137.5,$5.52B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi,#VALUE!
PHI,PLDT Inc.,25.64,$5.54B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/phi,#VALUE!
HHC,Howard Hughes Corporation (The),128.95,$5.55B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hhc,#VALUE!
EOCC,Enel Generacion Chile S.A.,20.35,$5.56B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eocc,#VALUE!
HUYA,HUYA Inc.,27.6,$5.56B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/huya,#VALUE!
BC,Brunswick Corporation,63.85,$5.57B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bc,#VALUE!
CUBE,CubeSmart,30.56,$5.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube,#VALUE!
MDU,"MDU Resources Group, Inc.",28.53,$5.57B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mdu,#VALUE!
ENIC,Enel Chile S.A.,4.89,$5.58B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enic,#VALUE!
GDI,"Gardner Denver Holdings, Inc.",28.18,$5.58B,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gdi,#VALUE!
SON,Sonoco Products Company,56.01,$5.58B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son,#VALUE!
BEP,Brookfield Renewable Partners L.P.,31.14,$5.61B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bep,#VALUE!
WH,"Wyndham Hotels & Resorts, Inc.",56.62,$5.63B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wh,#VALUE!
ACC,American Campus Communities Inc,41.24,$5.64B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc,#VALUE!
SIX,Six Flags Entertainment Corporation New,67.16,$5.64B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six,#VALUE!
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",188.43,$5.65B,n/a,Transportation,Aerospace,https://www.nasdaq.com/symbol/asr,#VALUE!
STOR,STORE Capital Corporation,28.51,$5.65B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor,#VALUE!
STWD,"STARWOOD PROPERTY TRUST, INC.",21.65,$5.67B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd,#VALUE!
G,Genpact Limited,29.88,$5.69B,2007,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/g,#VALUE!
LEG,"Leggett & Platt, Incorporated",43.71,$5.69B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg,#VALUE!
FL,"Foot Locker, Inc.",48.89,$5.72B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fl,#VALUE!
AR,Antero Resources Corporation,18.14,$5.75B,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar,#VALUE!
CRL,"Charles River Laboratories International, Inc.",120.14,$5.76B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/crl,#VALUE!
MAN,ManpowerGroup,87.8,$5.78B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man,#VALUE!
CPL,CPFL Energia S.A.,11.2,$5.7B,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl,#VALUE!
SMI,Semiconductor  Manufacturing International Corporation,5.71,$5.7B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi,#VALUE!
AM,Antero Midstream Partners LP,31.24,$5.84B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am,#VALUE!
KNX,"Knight Transportation, Inc.",32.77,$5.84B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx,#VALUE!
SNV,Synovus Financial Corp.,49.77,$5.85B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv,#VALUE!
CW,Curtiss-Wright Corporation,133.37,$5.87B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw,#VALUE!
TX,Ternium S.A.,29.93,$5.88B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx,#VALUE!
EAF,GrafTech International Ltd.,19.5,$5.89B,2018,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eaf,#VALUE!
HTA,"Healthcare Trust of America, Inc.",28.25,$5.8B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hta,#VALUE!
VVC,Vectren Corporation,71.17,$5.91B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/vvc,#VALUE!
NEWR,"New Relic, Inc.",104.99,$5.93B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr,#VALUE!
LTM,LATAM Airlines Group S.A.,9.82,$5.95B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm,#VALUE!
FHN,First Horizon National Corporation,18.42,$5.99B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fhn,#VALUE!
LAZ,Lazard Ltd.,50.18,$5.99B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz,#VALUE!
BK,Bank Of New York Mellon Corporation (The),50.97,$50.97B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk,#VALUE!
GM,General Motors Company,36.2,$51.07B,2010,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/gm,#VALUE!
SPGI,S&P Global Inc.,203.07,$51.07B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi,#VALUE!
BMO,Bank Of Montreal,79.82,$51.14B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo,#VALUE!
NOC,Northrop Grumman Corporation,293.86,$51.17B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc,#VALUE!
ING,"ING Group, N.V.",13.48,$52.44B,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing,#VALUE!
LVS,Las Vegas Sands Corp.,66.72,$52.58B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs,#VALUE!
HMC,"Honda Motor Company, Ltd.",29.94,$52.87B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc,#VALUE!
SMFG,Sumitomo Mitsui Financial Group Inc,7.73,$53.93B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg,#VALUE!
SPG,"Simon Property Group, Inc.",175.59,$54.38B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg,#VALUE!
AMOV,"America Movil, S.A.B. de C.V.",16.77,$55.39B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,#VALUE!
AMX,"America Movil, S.A.B. de C.V.",16.77,$55.39B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx,#VALUE!
LYG,Lloyds Banking Group Plc,3.1,$55.45B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg,#VALUE!
PSX,Phillips 66,120.94,$56.34B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx,#VALUE!
RTN,Raytheon Company,197.56,$56.36B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtn,#VALUE!
BBD,Banco Bradesco Sa,7.68,$56.55B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd,#VALUE!
DUK,Duke Energy Corporation,81.22,$56.94B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk,#VALUE!
CL,Colgate-Palmolive Company,65.52,$57.15B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl,#VALUE!
GD,General Dynamics Corporation,193.63,$57.37B,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/gd,#VALUE!
UBS,UBS AG,15.55,$57.88B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ubs,#VALUE!
PUK,Prudential Public Limited Company,44.76,$58.01B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/puk,#VALUE!
USG,USG Corporation,43.15,$6.02B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/usg,#VALUE!
YPF,YPF Sociedad Anonima,15.3,$6.02B,1993,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/ypf,#VALUE!
BERY,"Berry Global Group, Inc.",45.78,$6.03B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery,#VALUE!
WAL,Western Alliance Bancorporation,57.12,$6.05B,2005,Finance,Major Banks,https://www.nasdaq.com/symbol/wal,#VALUE!
HXL,Hexcel Corporation,69.53,$6.09B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hxl,#VALUE!
TPL,Texas Pacific Land Trust,780.2965,$6.09B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl,#VALUE!
ACH,Aluminum Corporation of China Limited,10.26,$6.12B,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach,#VALUE!
WWE,"World Wrestling Entertainment, Inc.",78.53,$6.12B,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/wwe,#VALUE!
DCI,"Donaldson Company, Inc.",47.69,$6.15B,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci,#VALUE!
DCT,DCT Industrial Trust Inc,65.25,$6.15B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dct,#VALUE!
NRZ,New Residential Investment Corp.,18.12,$6.16B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nrz,#VALUE!
ENLK,"EnLink Midstream Partners, LP",17.73,$6.21B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlk,#VALUE!
PVTL,"Pivotal Software, Inc.",24.23,$6.23B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pvtl,#VALUE!
GIL,"Gildan Activewear, Inc.",29.8,$6.24B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/gil,#VALUE!
TTC,Toro Company (The),59.47,$6.26B,n/a,Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc,#VALUE!
CIT,CIT Group Inc (DEL),54.04,$6.27B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cit,#VALUE!
HRC,Hill-Rom Holdings Inc,94.71,$6.28B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hrc,#VALUE!
POST,"Post Holdings, Inc.",93.49,$6.29B,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/post,#VALUE!
WBS,Webster Financial Corporation,67.31,$6.2B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wbs,#VALUE!
ALSN,"Allison Transmission Holdings, Inc.",46.18,$6.35B,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn,#VALUE!
OHI,"Omega Healthcare Investors, Inc.",31.95,$6.35B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi,#VALUE!
RS,Reliance Steel & Aluminum Co.,87.7,$6.35B,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/rs,#VALUE!
WBC,Wabco Holdings Inc.,119.99,$6.35B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wbc,#VALUE!
ATR,"AptarGroup, Inc.",101.98,$6.36B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr,#VALUE!
DCP,DCP Midstream LP,44.39,$6.36B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp,#VALUE!
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",58.83,$6.37B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi,#VALUE!
BWXT,"BWX Technologies, Inc.",63.24,$6.3B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bwxt,#VALUE!
EV,Eaton Vance Corporation,52.68,$6.3B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev,#VALUE!
FAF,First American Corporation (The),56.44,$6.3B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/faf,#VALUE!
FICO,Fair Isaac Corporation,216.14,$6.3B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/fico,#VALUE!
UGP,Ultrapar Participacoes S.A.,11.32,$6.3B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ugp,#VALUE!
PK,Park Hotels & Resorts Inc.,31.85,$6.41B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pk,#VALUE!
LPT,Liberty Property Trust,43.5,$6.43B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt,#VALUE!
SEE,Sealed Air Corporation,39.87,$6.43B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see,#VALUE!
OAK,"Oaktree Capital Group, LLC",41.05,$6.45B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/oak,#VALUE!
OC,Owens Corning Inc,58.18,$6.45B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/oc,#VALUE!
WSO,"Watsco, Inc.",172.67,$6.45B,n/a,Consumer Durables,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wso,#VALUE!
PSXP,Phillips 66 Partners LP,53.15,$6.47B,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/psxp,#VALUE!
ORI,Old Republic International Corporation,21.44,$6.48B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ori,#VALUE!
FLS,Flowserve Corporation,49.9,$6.53B,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/fls,#VALUE!
HBI,Hanesbrands Inc.,18.19,$6.56B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/hbi,#VALUE!
DEI,"Douglas Emmett, Inc.",38.71,$6.58B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei,#VALUE!
BFAM,Bright Horizons Family Solutions Inc.,113.85,$6.59B,2013,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam,#VALUE!
KT,KT Corporation,13.44,$6.59B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt,#VALUE!
HUBB,Hubbell Inc,120.85,$6.62B,2015,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/hubb,#VALUE!
WTR,"Aqua America, Inc.",37.23,$6.62B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr,#VALUE!
UMC,United Microelectronics Corporation,2.77,$6.66B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/umc,#VALUE!
ZNH,China Southern Airlines Company Limited,33,$6.66B,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh,#VALUE!
XRX,Xerox Corporation,26.15,$6.67B,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx,#VALUE!
ZEN,"Zendesk, Inc.",63.78,$6.67B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/zen,#VALUE!
